address,area,price,property_status,price_per_m2,bedroom,toilets,floornumber,property_legal,furniture
"Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","1,945 tỷ",93 m²,Đã bàn giao,"20,91 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",68 m²,Đã bàn giao,"26,47 triệu/m²",2 phòng,1 phòng,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,89 tỷ",80.4 m²,Đã bàn giao,"35,95 triệu/m²",1 phòng,,,Đã có sổ,Bàn giao thô
"Số 383 383 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,5 tỷ",106 m²,Đã bàn giao,"33,02 triệu/m²",3 phòng,3 phòng,,Đang chờ sổ,Nội thất đầy đủ
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,4 tỷ",66 m²,Chưa bàn giao,"36,36 triệu/m²",2 phòng,,,Đang chờ sổ,
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","1,59 tỷ",70 m²,Đã bàn giao,"22,71 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"Chung cư Ehomes Nam Sài Gòn, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","1,46 tỷ",60 m²,Đã bàn giao,"24,33 triệu/m²",2 phòng,2 phòng,8,Đang chờ sổ,Hoàn thiện cơ bản
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh","7,4 tỷ",87 m²,Đã bàn giao,"85,06 triệu/m²",2 phòng,,,,
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,7 tỷ",86 m²,Đã bàn giao,"31,4 triệu/m²",3 phòng,2 phòng,11,Đang chờ sổ,Hoàn thiện cơ bản
"đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,25 tỷ",60 m²,Đã bàn giao,"37,5 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,Nội thất cao cấp
"36, Mai Chí thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",55 m²,Chưa bàn giao,"49,09 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất cao cấp
"149/23 Đường Ba Vân, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,7 tỷ",46 m²,Đã bàn giao,"36,96 triệu/m²",2 phòng,1 phòng,4,Đã có sổ,Hoàn thiện cơ bản
"Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","3,6 tỷ",82 m²,Đã bàn giao,"43,9 triệu/m²",2 phòng,2 phòng,21,,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,38 tỷ",56 m²,Chưa bàn giao,"42,5 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4 tỷ,74 m²,Đã bàn giao,"54,05 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp
"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","2,85 tỷ",74 m²,Đã bàn giao,"38,51 triệu/m²",2 phòng,2 phòng,,,
"Đường Hậu Giang, Phường 11, Quận 6 , Tp.HCM , Việt Nam, Phường 11, Quận 6, Tp Hồ Chí Minh","3,2 tỷ",83 m²,Chưa bàn giao,"38,55 triệu/m²",2 phòng,2 phòng,,,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,15 tỷ",129 m²,Đã bàn giao,"24,42 triệu/m²",3 phòng,2 phòng,15,Đã có sổ,Nội thất đầy đủ
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,43 tỷ",50 m²,Đã bàn giao,"28,6 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,53 m²,Đã bàn giao,"37,74 triệu/m²",2 phòng,2 phòng,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","10,5 tỷ",116 m²,Đã bàn giao,"90,52 triệu/m²",3 phòng,2 phòng,,,
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",4 tỷ,80 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,19,Đang chờ sổ,Nội thất cao cấp
"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,627 tỷ",57 m²,Đã bàn giao,"28,54 triệu/m²",2 phòng,1 phòng,,Đã có sổ,
"Đường 30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",72 m²,Đã bàn giao,25 triệu/m²,2 phòng,2 phòng,,,
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","3,29 tỷ",1 m²,Đã bàn giao,"3,29 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","2,1 tỷ",68 m²,Chưa bàn giao,"30,88 triệu/m²",2 phòng,2 phòng,,,Hoàn thiện cơ bản
"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,25 tỷ",81 m²,Chưa bàn giao,"40,12 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ
"Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, Quận 12, TP.HCM, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","2,85 tỷ",79 m²,Đã bàn giao,"36,08 triệu/m²",3 phòng,2 phòng,6,Đang chờ sổ,Hoàn thiện cơ bản
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,85 tỷ",100 m²,Đã bàn giao,"38,5 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,53 m²,Đã bàn giao,"37,74 triệu/m²",1 phòng,1 phòng,,,
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,77 tỷ",78 m²,Đã bàn giao,"35,51 triệu/m²",2 phòng,2 phòng,18,Đang chờ sổ,Nội thất cao cấp
"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,59 tỷ",70 m²,Đã bàn giao,"22,71 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"241/42, Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh","1,886 tỷ",54 m²,Đã bàn giao,"34,93 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",83.5 m²,Đã bàn giao,"26,35 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Đường Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,5 tỷ",58 m²,Đã bàn giao,"25,86 triệu/m²",2 phòng,2 phòng,,,
"số 9, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,6 tỷ",88 m²,Đã bàn giao,"29,55 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"BS9.1413 Nguyễn Xiển, KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,35 tỷ",69 m²,Chưa bàn giao,"48,55 triệu/m²",2 phòng,2 phòng,14,Giấy tờ khác,Hoàn thiện cơ bản
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,68 tỷ",58 m²,Chưa bàn giao,"28,97 triệu/m²",2 phòng,2 phòng,,,
"Đường Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",800 triệu,63 m²,Chưa bàn giao,"12,7 triệu/m²",1 phòng,,,,
"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","4,6 tỷ",86 m²,Chưa bàn giao,"53,49 triệu/m²",2 phòng,2 phòng,,,
"1000, Đường Vũ Tông Phan, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,16 tỷ",51 m²,Đã bàn giao,"42,35 triệu/m²",1 phòng,2 phòng,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","1,65 tỷ",63 m²,Đã bàn giao,"26,19 triệu/m²",2 phòng,2 phòng,,,
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh","12,5 triệu",86 m²,Đã bàn giao,145.349 đ/m²,2 phòng,2 phòng,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,7 tỷ",53 m²,Chưa bàn giao,"50,94 triệu/m²",1 phòng,1 phòng,6,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,5 tỷ",88 m²,Đã bàn giao,"28,41 triệu/m²",2 phòng,2 phòng,18,Đã có sổ,Nội thất đầy đủ
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,45 tỷ",51 m²,Đã bàn giao,"28,43 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",59 m²,Đã bàn giao,"52,54 triệu/m²",2 phòng,2 phòng,,,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,715 tỷ",75 m²,Đã bàn giao,"36,2 triệu/m²",2 phòng,2 phòng,12,Đang chờ sổ,Hoàn thiện cơ bản
"Số 9, Phạm Phú Thứ, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","1,819 tỷ",100 m²,Đã bàn giao,"18,19 triệu/m²",3 phòng,2 phòng,,Đã có sổ,
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",68 m²,Đã bàn giao,"27,94 triệu/m²",2 phòng,2 phòng,,,
"Đường Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, TP Hồ Chí Minh, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,47 tỷ",1 m²,Đã bàn giao,"1,47 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","8,65 tỷ",118 m²,Đã bàn giao,"73,31 triệu/m²",3 phòng,2 phòng,,,
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","1,72 tỷ",73 m²,Đã bàn giao,"23,56 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",66 m²,Đã bàn giao,"38,64 triệu/m²",2 phòng,2 phòng,,,
"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,05 tỷ",75 m²,Đã bàn giao,"40,67 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",2 tỷ,57 m²,Chưa bàn giao,"35,09 triệu/m²",2 phòng,1 phòng,,,
"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,72 tỷ",60 m²,Đã bàn giao,"28,67 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",3 tỷ,68 m²,Đã bàn giao,"44,12 triệu/m²",2 phòng,2 phòng,,,
"Số TA15, Đường Lê Văn Khương, Phường Thới An, Quận 12, TP Hồ Chí Minh, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",83 m²,Chưa bàn giao,"26,51 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"Hẻm 351 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","3,2 tỷ",82 m²,Đã bàn giao,"39,02 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Khu Dân Cư Phú Lợi, Phường 7, Quận 8, Tp Hồ Chí Minh","1,7 tỷ",71 m²,Đã bàn giao,"23,94 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,39 tỷ",56 m²,Đã bàn giao,"42,68 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,47 tỷ",57 m²,Chưa bàn giao,"25,79 triệu/m²",2 phòng,2 phòng,12,Đang chờ sổ,Nội thất cao cấp
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",2 tỷ,74 m²,Đã bàn giao,"27,03 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,53 tỷ",70 m²,Đã bàn giao,"21,86 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"D1, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,1 tỷ",96 m²,Đã bàn giao,"42,71 triệu/m²",2 phòng,2 phòng,,,
"20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,7 tỷ",75 m²,Đã bàn giao,"49,33 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,Nội thất cao cấp
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",2 tỷ,62 m²,Chưa bàn giao,"32,26 triệu/m²",2 phòng,2 phòng,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,8 tỷ",70 m²,Chưa bàn giao,40 triệu/m²,2 phòng,2 phòng,,,
"Đường Tạ Hiện, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5 tỷ,75 m²,Chưa bàn giao,"66,67 triệu/m²",2 phòng,2 phòng,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",52 m²,Đã bàn giao,"36,54 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Hoàn thiện cơ bản
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",69 m²,Đã bàn giao,"38,41 triệu/m²",2 phòng,2 phòng,,,
"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,2 tỷ",72 m²,Chưa bàn giao,"44,44 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh","6,8 tỷ",87 m²,Đã bàn giao,"78,16 triệu/m²",2 phòng,2 phòng,,,
"Quốc lộ 1, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,42 tỷ",50 m²,Chưa bàn giao,"28,4 triệu/m²",1 phòng,1 phòng,1,Đã có sổ,Nội thất cao cấp
"Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,2 tỷ",92 m²,Chưa bàn giao,"45,65 triệu/m²",2 phòng,2 phòng,10,,
"An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,6 tỷ",103 m²,Chưa bàn giao,"44,66 triệu/m²",3 phòng,2 phòng,7,Đã có sổ,Nội thất đầy đủ
"1436, Đường 105D Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",62 m²,Đã bàn giao,"30,65 triệu/m²",2 phòng,2 phòng,18,,Nội thất đầy đủ
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,42 tỷ",71 m²,Đã bàn giao,"48,17 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,118 tỷ",90 m²,Đã bàn giao,"12,42 triệu/m²",3 phòng,3 phòng,,Đã có sổ,
"Số 69, Số 69 Số 69 Đường 18, Phường Hiệp Bình Chánh, QuậnThủ Đức, Thành phố Hồ Chí Minh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,14 tỷ",1 m²,Chưa bàn giao,"2,14 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","10,7 tỷ",120 m²,Đã bàn giao,"89,17 triệu/m²",4 phòng,2 phòng,,,
"Số 132, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",28 tỷ,250 m²,Đã bàn giao,112 triệu/m²,3 phòng,3 phòng,,Đang chờ sổ,Nội thất cao cấp
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","2,45 tỷ",65.4 m²,Đã bàn giao,"37,46 triệu/m²",2 phòng,2 phòng,16,Đã có sổ,Nội thất đầy đủ
"Trương Gia Ngô, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,06 tỷ",65 m²,Đã bàn giao,"16,31 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Đường Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,75 tỷ",57 m²,Đã bàn giao,"30,7 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ
"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,2 tỷ",97 m²,Chưa bàn giao,"32,99 triệu/m²",3 phòng,3 phòng,,Đang chờ sổ,Nội thất đầy đủ
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","2,25 tỷ",69 m²,Đã bàn giao,"32,61 triệu/m²",2 phòng,2 phòng,,,
"Hẻm 220 Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","2,9 tỷ",80 m²,Đã bàn giao,"36,25 triệu/m²",2 phòng,2 phòng,18,,Nội thất đầy đủ
"số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,65 tỷ",85 m²,Đã bàn giao,"31,18 triệu/m²",2 phòng,2 phòng,,,
"210, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","3,5 tỷ",76 m²,Đã bàn giao,"46,05 triệu/m²",2 phòng,2 phòng,6,Đang chờ sổ,Hoàn thiện cơ bản
"996, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,85 tỷ",52 m²,Chưa bàn giao,"35,58 triệu/m²",1 phòng,1 phòng,12,Đang chờ sổ,Hoàn thiện cơ bản
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,93 tỷ",72 m²,Đã bàn giao,"40,69 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",66 m²,Đã bàn giao,"40,15 triệu/m²",2 phòng,2 phòng,24,Đang chờ sổ,Nội thất đầy đủ
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,999 tỷ",83.5 m²,Đã bàn giao,"23,94 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,82 tỷ",85 m²,Đã bàn giao,"33,18 triệu/m²",3 phòng,2 phòng,29,Đang chờ sổ,Nội thất cao cấp
"Số 9, Nguyễn Khoái, Phường 1, Quận 4, Tp Hồ Chí Minh","1,57 tỷ",70 m²,Đã bàn giao,"22,43 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,18 tỷ",37 m²,Đã bàn giao,"31,89 triệu/m²",1 phòng,,8,,Nội thất đầy đủ
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","4,65 tỷ",75 m²,Đã bàn giao,62 triệu/m²,2 phòng,,,Đang chờ sổ,Nội thất đầy đủ
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",68 m²,Chưa bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,Nội thất đầy đủ
"68 Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","1,6 tỷ",58 m²,Đã bàn giao,"27,59 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ
"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",71 m²,Đã bàn giao,"26,76 triệu/m²",2 phòng,2 phòng,16,Đã có sổ,Nội thất cao cấp
"171A, Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,765 tỷ",56 m²,Đã bàn giao,"31,52 triệu/m²",2 phòng,,,,
"Thới An, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,4 tỷ",56.12 m²,Đã bàn giao,"24,95 triệu/m²",2 phòng,1 phòng,6,,
"15B, 15B Đường Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, TP. Hồ Chí Minh, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,82 tỷ",72 m²,Đã bàn giao,"25,28 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","5,757 tỷ",126 m²,Đã bàn giao,"45,69 triệu/m²",3 phòng,,,Đã có sổ,Nội thất cao cấp
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,95 tỷ",52 m²,Đã bàn giao,"37,5 triệu/m²",2 phòng,1 phòng,,,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,7 tỷ",93 m²,Đã bàn giao,"39,78 triệu/m²",3 phòng,2 phòng,,,
"Thạnh lộc 8, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,744 tỷ",67.02 m²,Chưa bàn giao,"40,94 triệu/m²",2 phòng,2 phòng,,,
"số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","1,25 tỷ",62 m²,Chưa bàn giao,"20,16 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
"Số 510, Số 510 Số 510, Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TP . Hồ Chí Minh, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","2,63 tỷ",60 m²,Chưa bàn giao,"43,83 triệu/m²",2 phòng,1 phòng,,,Nội thất cao cấp
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","2,75 tỷ",65 m²,Đã bàn giao,"42,31 triệu/m²",2 phòng,,,Đang chờ sổ,
"900, Quốc Lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,65 tỷ",70 m²,Đã bàn giao,"23,57 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp
"hậu giang, Phường 11, Quận 6, Tp Hồ Chí Minh","2,8 tỷ",72 m²,Đã bàn giao,"38,89 triệu/m²",2 phòng,2 phòng,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","4,109 tỷ",78 m²,Đã bàn giao,"52,68 triệu/m²",2 phòng,,21,,
"Số 299 Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,68 tỷ",58 m²,Đã bàn giao,"28,97 triệu/m²",2 phòng,,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,821 tỷ",81 m²,Đã bàn giao,"22,48 triệu/m²",2 phòng,2 phòng,,Đã có sổ,
"7/28, 7/28 số 7/28 Đường Thành Thái, Phường 14, Quận 10, TP. HCM, Phường 14, Quận 10, Tp Hồ Chí Minh","3,34 tỷ",1 m²,Đã bàn giao,"3,34 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ
